authors;title;publication_year;approach;approach_detail;downscaling _scale;location_name;control_variable;variable_description;variable_extra_description;response variable;response ecosystem;global_limit_ considered;year;boundary_percapita;territorial_boundary;footprint_percapita;territorial_footprint;overshoot;calculation_resolution;data_reference;social-policy involved;Observations
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Shanghai;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;207.68 kt;;966.40 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Shannxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;336.82 kt;;1172.66 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Shanxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;322.30 kt;;694.45 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Shandong;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;864.64 kt;;2028.94 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Qinghai;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;50.77 kt;;122.61 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Ningxia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;57.08 kt;;138.51 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Inner Mongolia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;222.92 kt;;750.14 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Liaoning;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;394.54 kt;;830.91 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Jiangxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;402.38 kt;;549.67 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Jiangsu;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;709.62 kt;;1693.04 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Jilin;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;247.72 kt;;637.80 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Hunan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;592.48 kt;;1042.70 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Hubei;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;516.55 kt;;1523.12 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Heilongjiang;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;345.66 kt;;697.90 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Henan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;848.14 kt;;2384.07 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Hebei;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;648.75 kt;;1091.31 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Hainan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;78.37 kt;;183.14 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Guizhou;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;313.74 kt;;476.10 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Guangxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;415.73 kt;;944.60 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Guangdong;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;941.57 kt;;1586.99 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Gansu;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;230.86 kt;;499.32 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Fujian;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;333.03 kt;;647.61 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Beijing;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;176.93 kt;;503.64 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;province;Anhui;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;537.20 kt;;848.62 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Australia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;201.34 kt;;994.41 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Austria;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;75.59 kt;;185.92 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Belgium;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;98.00 kt;;245.88 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Bulgaria;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;68.19 kt;;150.99 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Brazil;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1758.02 kt;;2849.29 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Canada;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;308.18 kt;;1785.54 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Cyprus;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;7.94 kt;;16.69 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Czech Republic;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;95.00 kt;;214.49 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Germany;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;736.19 kt;;2116.05 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Denmark;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;50.19 kt;;153.51 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Spain;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;416.78 kt;;999.16 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Estonia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;12.08 kt;;22.42 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Finland;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;48.36 kt;;191.48 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;France;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;585.06 kt;;1880.45 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;United Kingdom;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;561.34 kt;;1578.57 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Greece;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;102.16 kt;;279.58 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Hungary;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;90.22 kt;;198.65 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Indonesia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;2096.83 kt;;2710.11 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;India;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;10559.49 kt;;15512.04 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Ireland;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;40.14 kt;;188.26 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Italy;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;546.26 kt;;939.37 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Japan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1148.71 kt;;1591.46 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;South Korea;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;440.75 kt;;575.74 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Lithuania;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;29.93 kt;;87.19 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Luxembourg;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;4.57 kt;;21.12 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Latvia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;20.23 kt;;56.71 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Mexico;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;978.66 kt;;1361.94 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Malta;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;3.77 kt;;5.38 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Netherlands;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;149.91 kt;;334.01 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Poland;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;344.29 kt;;924.42 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Portugal;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;95.97 kt;;160.78 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Romania;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;193.44 kt;;334.01 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Russian Federation;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1278.30 kt;;1634.54 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Slovak Republic;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;48.97 kt;;99.47 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Slovenia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;18.62 kt;;39.42 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Sweden;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;84.71 kt;;220.33 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;Turkey;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;682.71 kt;;1714.85 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;equal share per capita;country;United States;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;2792.97 kt;;11317.13 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Chongqing;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;118.03 kt;;574.67 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Zhejiang;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;412.85 kt;;934.10 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Yunnan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;107.58 kt;;1097.12 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Xinjiang;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;80.98 kt;;553.50 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Tianjin;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;137.37 kt;;441.56 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Taiwan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;435.02 kt;;319.79 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Sichuan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;255.93 kt;;1249.61 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Shanghai;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;255.64 kt;;966.40 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Shannxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;150.76 kt;;1172.66 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Shanxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;137.02 kt;;694.45 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Shandong;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;583.329 kt;;2028.936 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Qinghai;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;20.11 kt;;122.61 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Ningxia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;25.16 kt;;138.51 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Inner Mongolia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;173.30 kt;;750.14 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Liaoning;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;274.87 kt;;830.91 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Jiangxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;140.75 kt;;549.67 kt;;;;;consumption-based environmentl footprint
